temperature,pressure,vibration,age_days,humidity,rotation_speed,failure
74.9816047538945,7.2834554261777065,0.9256646441930982,816,24.52316758908603,562.8548956931818,0
98.02857225639664,5.824867297097083,2.7095047368917906,450,22.98432465009229,2236.1261403267717,0
89.2797576724562,3.78574854657695,4.364729179382041,454,45.998599735509856,705.5176592794542,0
83.94633936788146,8.324155177362538,3.661124432047806,924,38.609579565801944,2776.6914485878488,0
66.24074561769746,7.162580552984913,4.032805739307249,629,65.22630864237556,1661.083090563857,0
66.2397808134481,2.463552454104022,3.293916833553587,221,54.95336844850328,843.8094370425385,1
62.323344486727976,9.198344660444583,3.4613828225892624,154,38.62134946037665,1352.0392494746166,0
94.6470458309974,8.402835186308522,4.2459782578265965,665,30.446644456512328,912.0616883669052,0
84.04460046972835,9.548199219627316,1.2483400442959298,12,28.90398338812147,926.454778892725,0
88.32290311184181,7.531475575495239,2.4471248182157024,133,80.52622744982924,2870.2708004286055,0
60.823379771832094,6.520736763422109,1.1060472090980111,994,37.0434577883407,1613.1152807119704,0
98.79639408647978,4.76418732661557,4.938340039983235,304,65.61974535376778,2472.005659763399,0
93.29770563201687,9.39455635018612,4.720296698433066,293,76.74801495903864,2099.0139029442043,0
68.49356442713105,8.794575005503674,0.1971340568425295,975,62.985691782931525,2191.0659058459805,1
67.27299868828402,1.4069680309557047,3.5278758625784423,300,80.16956621528621,829.2335961800964,1
67.33618039413736,1.2373027704752682,4.626241587078329,740,47.467560506993216,1085.4611170387143,0
72.1696897183815,4.388170301902447,0.9028767256366677,783,86.93555334542638,2466.875837886092,1
80.99025726528951,8.294979977036496,2.839726152763147,43,29.320150292466785,2926.9155161869576,0
77.27780074568463,9.8854851638345,4.577441487940209,944,27.150467076027667,1156.6891064966294,0
71.64916560792167,2.3537520199317536,0.1697298929289942,343,66.10845023452106,1178.9219118775995,0
84.47411578889518,6.347176438169216,3.4871013362341996,326,85.99817989892833,1682.242832027262,0
65.57975442608168,4.428017709679194,1.4867450368627537,814,76.62184231454296,2959.6007821385947,0
71.68578594140872,9.72922958033143,4.621980976882652,498,25.3491801606636,1172.3973645661777,0
74.65447373174767,8.579070308221379,4.855291225826839,364,39.55573997543014,1517.4297740856596,0
78.24279936868143,8.54495834240024,4.721332445567169,891,85.12232193864766,2728.700039058767,0
91.40703845572054,5.218238438154732,2.371071083287319,427,37.71409029605492,507.302581553405,0
67.98695128633439,4.733375521038987,4.310213254946567,21,74.68192966508434,599.4149124714238,0
80.56937753654447,3.4606636473763563,4.222746992675352,407,77.75925371500927,2010.1791926780481,1
83.6965827544817,1.507379469858344,1.5955023662162782,619,54.681647242268724,2768.4504117821175,0
61.858016508799906,8.782501386295479,4.144577370753387,336,47.044423689382086,1097.141651004819,0
84.30179407605753,8.316109082170698,0.1850381735774631,815,51.50871026938317,1674.1044367017726,0
66.82096494749166,9.997459059575176,2.981349392410265,117,35.88752860557549,1626.1632541445458,0
62.60206371941118,9.969731533665149,1.1500441864385151,124,82.2573641290191,1682.4283652387753,0
97.95542149013333,5.998885350423647,0.602834428886394,399,51.54337597108305,2056.299239324363,0
98.62528132298237,7.9208867366245945,0.3847660081460458,793,81.77216083192698,1674.3594074767095,0
92.33589392465845,9.502891568941852,3.4814438793906985,804,27.398543593439186,1618.6703533061445,1
72.18455076693482,8.646826516096702,1.6993748188403308,715,89.17926897000919,1685.7210510781513,0
63.90688456025536,3.226132915688779,3.6238338576438074,51,51.02911612105328,1977.1686031776037,0
87.36932106048627,5.054897217790842,0.32678170399471185,783,23.34815742758738,1842.518720878396,0
77.60609974958405,2.162434736363455,1.5764516891530516,324,22.661529376621843,2635.3399941262605,1
64.88152939379115,9.586459245328502,2.697456461876686,789,72.2345080237287,623.7421337341666,0
79.80707640445081,6.455571710057921,3.953615824194818,141,66.13248739425765,2583.292678682531,0
61.375540844608736,3.0577852495311646,1.5937625146603496,470,76.14913906893113,2609.81153152931,0
96.37281608315129,7.045306159652711,3.1294568821850453,787,27.375727376696418,1212.270053827402,0
70.35119926400068,6.5631541641210625,4.429888741180935,802,22.489960692488385,1657.1298875396267,0
86.50089137415928,4.223464462295564,3.0793159409115227,334,55.60055026133049,1596.3462213435887,0
72.46844304357644,2.022018329796661,1.164797373768169,893,47.13166620379387,1046.274585885326,0
80.80272084711243,7.044158760335196,0.1220039077826901,964,52.3362855669669,1491.9921177157912,0
81.86841117373119,5.68276930813414,4.350494369504649,373,89.41118862091918,610.9694304271361,0
67.39417822102108,7.950865525620754,0.10634705425193569,564,87.95249703694691,1194.5551819543361,1
98.78338511058234,5.68147151000794,4.3735083634209975,494,85.9620772771235,2541.7054386267955,1
91.00531293444459,8.669633502866862,2.64468567013606,539,74.86898737373717,1211.4057544072439,0
97.57995766256757,5.9671615489703695,4.695338492564481,669,44.838895217982326,2545.5166718706187,0
95.79309401710594,6.0484417438184765,3.993916178868327,751,48.84916511839401,1828.9986615110772,0
83.9159991524434,8.889882423925105,4.989670552666688,156,58.47312306032471,2699.6566934029,0
96.87496940092467,4.631345795911574,1.7535590772585508,291,78.1374119483388,1936.948885661038,0
63.53970008207678,2.2061370560557667,3.8359414446556346,648,24.809898276278744,574.1705576618496,0
67.83931449676581,1.2590440868200508,2.009654568046211,144,49.70078201194217,2188.550518867723,0
61.80909155642152,7.796235301062571,2.3993781015195443,106,25.78323644214881,612.1339200589216,1
73.01321323053057,6.582785962181182,3.1375273160918504,420,56.02603106014581,1626.492547457835,0
75.54709158757927,7.336717912893012,4.368385570931694,670,82.92305768043647,2823.566736182785,0
70.85396127095584,2.9166774535801965,4.9204173459964755,658,74.77394471947565,913.0098483446254,0
93.14950036607718,2.2273432802809277,3.841367069322591,2,35.948969228017695,1474.6808823538604,0
74.27013306774357,1.1309019910109375,2.088833910836669,945,88.31935947191548,2324.650772121196,0
71.23738038749524,4.155288029259372,2.106785011385351,589,66.71452786324998,2705.646390237119,0
81.70784332632994,6.309259181691698,3.6879115079444573,644,20.729938957818213,2177.3575118562694,0
65.63696899899051,4.530196405897591,1.1938857288415117,90,37.878943927965366,1145.4331354779229,0
92.08787923016159,4.937274298213562,0.5523705656569733,345,38.24993099439416,2186.5196322905404,0
62.98202574719083,9.137428250443735,1.7731107882038826,350,24.847801440010194,1241.819102760225,0
99.47547746402068,4.134299203209704,1.4361949582704088,459,87.18785626531503,2296.073074546838,0
90.8897907718663,5.625905402438297,1.4815406022799504,263,53.47787062031466,2885.0828189626013,0
67.9486272613669,8.052877114670288,1.1680387552495497,351,82.70702181603173,2303.4836277657205,0
60.220884684944096,4.568885040891431,0.21046594818180941,108,42.55508524112398,2657.201257281031,0
92.61845713819336,6.598780302050861,0.08936967366706905,586,28.7663499302979,505.25960793970853,0
88.27429375390469,8.761273378720706,4.938611948680157,39,53.20352769343497,2293.930311828986,0
89.1602867216395,9.54568561291878,2.138865668679312,909,27.9769644300022,2573.968892163126,0
